image_path,class_name,plant_type,disease_name,label
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\af2e0582-8683-4b26-a3e2-0e17b2de09c6___NREC_B.Spot 1848_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\af404304-673d-4788-b622-104f2cb0e7be___JR_B.Spot 3257.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\af404304-673d-4788-b622-104f2cb0e7be___JR_B.Spot 3257_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\af404304-673d-4788-b622-104f2cb0e7be___JR_B.Spot 3257_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\afc76c77-fd2d-4b7f-b1ad-14ba4d5fe297___NREC_B.Spot 9113.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\afc76c77-fd2d-4b7f-b1ad-14ba4d5fe297___NREC_B.Spot 9113_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\afce5bf3-7e62-42f1-8d66-3d9b3e5e0dc1___NREC_B.Spot 9108_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\afce5bf3-7e62-42f1-8d66-3d9b3e5e0dc1___NREC_B.Spot 9108_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\afd0c913-1e90-4ff9-9a61-bd0a5297c012___JR_B.Spot 3221.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\afd0c913-1e90-4ff9-9a61-bd0a5297c012___JR_B.Spot 3221_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\afd0c913-1e90-4ff9-9a61-bd0a5297c012___JR_B.Spot 3221_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b0ad5e4c-522c-4215-897e-39fec504c1a6___JR_B.Spot 8840_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b0cf16f7-bbf3-4329-9455-ba885a071380___JR_B.Spot 3363_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b0d97a12-ed6a-41f0-9772-bb3b801e6041___NREC_B.Spot 9194.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b0d97a12-ed6a-41f0-9772-bb3b801e6041___NREC_B.Spot 9194_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b0d97a12-ed6a-41f0-9772-bb3b801e6041___NREC_B.Spot 9194_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b12cadfe-7823-40f6-9c50-87e509c9dcf7___JR_B.Spot 3393.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b12cadfe-7823-40f6-9c50-87e509c9dcf7___JR_B.Spot 3393_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b143a281-5395-4a2a-8308-f6b23a476505___JR_B.Spot 8854.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b143a281-5395-4a2a-8308-f6b23a476505___JR_B.Spot 8854_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b1739803-02e8-4974-b230-37923c2010cc___NREC_B.Spot 1921.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b1739803-02e8-4974-b230-37923c2010cc___NREC_B.Spot 1921_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b1739803-02e8-4974-b230-37923c2010cc___NREC_B.Spot 1921_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b1c60a36-0aa1-4051-8dfe-db3ab7feeb39___JR_B.Spot 3406.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b1c60a36-0aa1-4051-8dfe-db3ab7feeb39___JR_B.Spot 3406_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b1c60a36-0aa1-4051-8dfe-db3ab7feeb39___JR_B.Spot 3406_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b21d5a06-eab3-47a9-86d1-70295f8f8848___NREC_B.Spot 1940.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b21d5a06-eab3-47a9-86d1-70295f8f8848___NREC_B.Spot 1940_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b21d5a06-eab3-47a9-86d1-70295f8f8848___NREC_B.Spot 1940_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b22693c9-a87d-4ffa-82b1-0218e1b966be___JR_B.Spot 3277.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b22693c9-a87d-4ffa-82b1-0218e1b966be___JR_B.Spot 3277_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b22693c9-a87d-4ffa-82b1-0218e1b966be___JR_B.Spot 3277_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b27e9697-adcc-41bb-becb-7bc34bbf3cee___JR_B.Spot 3264_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b2df85c5-719c-4a97-aad5-51b3636edb91___NREC_B.Spot 9150.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b2df85c5-719c-4a97-aad5-51b3636edb91___NREC_B.Spot 9150_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b2df85c5-719c-4a97-aad5-51b3636edb91___NREC_B.Spot 9150_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b3085525-974e-4d75-99a4-7d18e06e13f6___JR_B.Spot 3317_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b3085525-974e-4d75-99a4-7d18e06e13f6___JR_B.Spot 3317_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b32ea1b7-7bf8-451e-b47c-c0cf37bba3d5___NREC_B.Spot 1913.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b32ea1b7-7bf8-451e-b47c-c0cf37bba3d5___NREC_B.Spot 1913_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b338fbbd-ec79-4807-be12-a5c678d1f78d___JR_B.Spot 8881.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b338fbbd-ec79-4807-be12-a5c678d1f78d___JR_B.Spot 8881_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b34482ab-b18b-4d93-b3f6-9143a7e5c9b0___JR_B.Spot 3394.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b34482ab-b18b-4d93-b3f6-9143a7e5c9b0___JR_B.Spot 3394_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b34f18ca-799f-42bb-abbb-f1e19aa6521f___NREC_B.Spot 1944.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b34f18ca-799f-42bb-abbb-f1e19aa6521f___NREC_B.Spot 1944_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b36819f5-6791-44da-96ac-b89069921af6___JR_B.Spot 3130.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b36819f5-6791-44da-96ac-b89069921af6___JR_B.Spot 3130_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b36819f5-6791-44da-96ac-b89069921af6___JR_B.Spot 3130_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b3cb19d0-df9b-4705-ab26-40aafab8ecca___JR_B.Spot 3206.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b3cb19d0-df9b-4705-ab26-40aafab8ecca___JR_B.Spot 3206_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b3f41636-2131-4a92-a65a-50ac160e9456___NREC_B.Spot 9213_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b3f41636-2131-4a92-a65a-50ac160e9456___NREC_B.Spot 9213_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b3f86927-5a59-4e12-a6c5-06e82d45388d___NREC_B.Spot 9234.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b3f86927-5a59-4e12-a6c5-06e82d45388d___NREC_B.Spot 9234_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b3f8b650-0da5-4882-afe9-92ba8ec734ca___JR_B.Spot 3100.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b3f8b650-0da5-4882-afe9-92ba8ec734ca___JR_B.Spot 3100_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b3f8b650-0da5-4882-afe9-92ba8ec734ca___JR_B.Spot 3100_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b45fccde-f383-4741-a19a-fb48dc215190___JR_B.Spot 3098.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b45fccde-f383-4741-a19a-fb48dc215190___JR_B.Spot 3098_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b45fccde-f383-4741-a19a-fb48dc215190___JR_B.Spot 3098_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b48a8fc2-be1c-4116-9336-7335a341c512___JR_B.Spot 9020_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b565ed4a-0fd4-4776-a998-363132307e11___NREC_B.Spot 1926.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b565ed4a-0fd4-4776-a998-363132307e11___NREC_B.Spot 1926_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b565ed4a-0fd4-4776-a998-363132307e11___NREC_B.Spot 1926_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b5d5a42e-5d4f-4429-8923-aee42e0a0c5d___NREC_B.Spot 9189.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b5d5a42e-5d4f-4429-8923-aee42e0a0c5d___NREC_B.Spot 9189_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b5d5a42e-5d4f-4429-8923-aee42e0a0c5d___NREC_B.Spot 9189_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b65e91d6-4f22-4d3b-b82f-9590160b7746___JR_B.Spot 8919.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b65e91d6-4f22-4d3b-b82f-9590160b7746___JR_B.Spot 8919_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b6843d4e-85a6-4e1f-97a9-e892720406fe___JR_B.Spot 8974.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b6843d4e-85a6-4e1f-97a9-e892720406fe___JR_B.Spot 8974_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b6843d4e-85a6-4e1f-97a9-e892720406fe___JR_B.Spot 8974_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b69df6fa-dc49-41e4-9efa-ee313efeb190___JR_B.Spot 3297.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b69df6fa-dc49-41e4-9efa-ee313efeb190___JR_B.Spot 3297_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b69df6fa-dc49-41e4-9efa-ee313efeb190___JR_B.Spot 3297_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b6d35d21-4812-4e32-ab9a-b6ddda8cbb79___JR_B.Spot 8972_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b6f44b41-cb67-47be-9cf5-958c517ff465___JR_B.Spot 9100.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b6f44b41-cb67-47be-9cf5-958c517ff465___JR_B.Spot 9100_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b6f44b41-cb67-47be-9cf5-958c517ff465___JR_B.Spot 9100_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b748edc9-357c-4fa6-8e71-03c03845d3d5___JR_B.Spot 3188.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b748edc9-357c-4fa6-8e71-03c03845d3d5___JR_B.Spot 3188_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b76271aa-ca0b-44ac-a6f9-379ef70ef443___JR_B.Spot 3389.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b76271aa-ca0b-44ac-a6f9-379ef70ef443___JR_B.Spot 3389_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b76271aa-ca0b-44ac-a6f9-379ef70ef443___JR_B.Spot 3389_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b766708d-5d33-4034-afc8-fbf9ffece733___JR_B.Spot 9037.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b766708d-5d33-4034-afc8-fbf9ffece733___JR_B.Spot 9037_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b766708d-5d33-4034-afc8-fbf9ffece733___JR_B.Spot 9037_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b7ec200a-5db5-479e-99d0-c40009123835___JR_B.Spot 3128.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b7ec200a-5db5-479e-99d0-c40009123835___JR_B.Spot 3128_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b7ec200a-5db5-479e-99d0-c40009123835___JR_B.Spot 3128_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b810580c-a559-4c50-8378-0ec894de8a36___NREC_B.Spot 1838_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b810580c-a559-4c50-8378-0ec894de8a36___NREC_B.Spot 1838_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b82e0746-97b5-4be9-90a7-ac2b2121428c___JR_B.Spot 9073.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b82e0746-97b5-4be9-90a7-ac2b2121428c___JR_B.Spot 9073_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b82e0746-97b5-4be9-90a7-ac2b2121428c___JR_B.Spot 9073_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b84f038e-0823-4ed9-a96e-47bb8e628dd0___JR_B.Spot 3309.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b84f038e-0823-4ed9-a96e-47bb8e628dd0___JR_B.Spot 3309_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b84f038e-0823-4ed9-a96e-47bb8e628dd0___JR_B.Spot 3309_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b88f7b81-a3d2-4813-bb76-f583bdac2762___NREC_B.Spot 9223.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b88f7b81-a3d2-4813-bb76-f583bdac2762___NREC_B.Spot 9223_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b88f7b81-a3d2-4813-bb76-f583bdac2762___NREC_B.Spot 9223_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b8b69a41-e188-4c81-9724-2664ee8027c5___JR_B.Spot 8954.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b8b69a41-e188-4c81-9724-2664ee8027c5___JR_B.Spot 8954_180deg.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b8b69a41-e188-4c81-9724-2664ee8027c5___JR_B.Spot 8954_flipTB.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
"c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Pepper,_bell___Bacterial_spot\b8c7fc71-e9f0-4246-9a64-f535eba91fa4___JR_B.Spot 3302.JPG","Pepper,_bell___Bacterial_spot",Pepper bell,Bacterial spot,diseased
